Algorithm            Matrix                         Blocks TPB    Time(ms)   Bandwidth    FLOPS     
SpMV-GPU-stride      af_shell8.mtx                  4      128    9.978995   0.014933     0.001813  
SpMV-GPU-stride      CurlCurl_4.mtx                 4      128    15.983734  0.015854     0.001808  
SpMV-GPU-stride      cvxqp3.mtx                     4      128    0.076329   0.017128     0.001834  
SpMV-GPU-stride      cyl6.mtx                       4      128    0.213457   0.027816     0.003410  
SpMV-GPU-stride      human_gene2.mtx                4      128    12.286546  0.011784     0.001472  
SpMV-GPU-stride      lhr10.mtx                      4      128    0.244470   0.015610     0.001903  
SpMV-GPU-stride      mawi_201512012345.mtx          4      128    33.764188  0.015455     0.001127  
SpMV-GPU-stride      rajat31.mtx                    4      128    34.320486  0.010818     0.001184  
SpMV-GPU-stride      spmsrtls.mtx                   4      128    0.136929   0.017344     0.001898  
SpMV-GPU-stride      af23560.mtx                    64     128    0.060703   0.130941     0.015955  
SpMV-GPU-stride      af_shell8.mtx                  64     128    1.510625   0.098645     0.011978  
SpMV-GPU-stride      CurlCurl_4.mtx                 64     128    2.189783   0.115722     0.013196  
SpMV-GPU-stride      cvxqp3.mtx                     64     128    0.013353   0.097910     0.010482  
SpMV-GPU-stride      cyl6.mtx                       64     128    0.054682   0.108584     0.013312  
SpMV-GPU-stride      human_gene2.mtx                64     128    1.693901   0.085472     0.010675  
SpMV-GPU-stride      lhr10.mtx                      64     128    0.039895   0.095655     0.011662  
SpMV-GPU-stride      mawi_201512012345.mtx          64     128    19.642204  0.026567     0.001937  
SpMV-GPU-stride      rajat31.mtx                    64     128    3.095347   0.119944     0.013127  
SpMV-GPU-stride      spmsrtls.mtx                   64     128    0.017101   0.138875     0.015201  
SpMV-GPU-stride      af23560.mtx                    8      128    0.143306   0.055465     0.006758  
SpMV-GPU-stride      af_shell8.mtx                  8      128    4.997073   0.029821     0.003621  
SpMV-GPU-stride      CurlCurl_4.mtx                 8      128    8.013165   0.031624     0.003606  
SpMV-GPU-stride      cvxqp3.mtx                     8      128    0.023245   0.056244     0.006021  
SpMV-GPU-stride      cyl6.mtx                       8      128    0.109131   0.054408     0.006670  
SpMV-GPU-stride      human_gene2.mtx                8      128    3.705052   0.039076     0.004881  
SpMV-GPU-stride      lhr10.mtx                      8      128    0.135004   0.028267     0.003446  
SpMV-GPU-stride      mawi_201512012345.mtx          8      128    25.911337  0.020139     0.001468  
SpMV-GPU-stride      rajat31.mtx                    8      128    18.004255  0.020621     0.002257  
SpMV-GPU-stride      spmsrtls.mtx                   8      128    0.077251   0.030743     0.003365  
SpMV-GPU-stride      af23560.mtx                    128    2048   0.002580   3.080236     0.375322  
SpMV-GPU-stride      af_shell8.mtx                  128    2048   0.001494   99.716505    12.107689 
SpMV-GPU-stride      CurlCurl_4.mtx                 128    2048   0.003072   82.488679    9.406374  
SpMV-GPU-stride      cvxqp3.mtx                     128    2048   0.002765   0.472870     0.050623  
SpMV-GPU-stride      cyl6.mtx                       128    2048   0.002744   2.163579     0.265247  
SpMV-GPU-stride      human_gene2.mtx                128    2048   0.001472   98.356207    12.284462 
SpMV-GPU-stride      lhr10.mtx                      128    2048   0.001511   2.525514     0.307911  
SpMV-GPU-stride      mawi_201512012345.mtx          128    2048   0.001613   323.555135   23.586508 
SpMV-GPU-stride      rajat31.mtx                    128    2048   0.002949   125.891022   13.777840 
SpMV-GPU-stride      spmsrtls.mtx                   128    2048   0.002683   0.885198     0.096889  
SpMV-GPU-stride      af23560.mtx                    16     2048   0.002458   3.234248     0.394089  
SpMV-GPU-stride      af_shell8.mtx                  16     2048   0.002908   51.240764    6.221710  
SpMV-GPU-stride      CurlCurl_4.mtx                 16     2048   0.002949   85.925708    9.798306  
SpMV-GPU-stride      cvxqp3.mtx                     16     2048   0.001503   0.870017     0.093139  
SpMV-GPU-stride      cyl6.mtx                       16     2048   0.002683   2.213126     0.271321  
SpMV-GPU-stride      human_gene2.mtx                16     2048   0.001471   98.398989    12.289805 
SpMV-GPU-stride      lhr10.mtx                      16     2048   0.001620   2.355882     0.287230  
SpMV-GPU-stride      mawi_201512012345.mtx          16     2048   0.001508   345.930818   25.217650 
SpMV-GPU-stride      rajat31.mtx                    16     2048   0.003052   121.666491   13.315497 
SpMV-GPU-stride      spmsrtls.mtx                   16     2048   0.001521   1.561763     0.170942  
SpMV-GPU-stride      af23560.mtx                    1      2048   0.002867   2.772213     0.337790  
SpMV-GPU-stride      af_shell8.mtx                  1      2048   0.002867   51.972775    6.310592  
SpMV-GPU-stride      CurlCurl_4.mtx                 1      2048   0.001599   158.441647   18.067466 
SpMV-GPU-stride      cvxqp3.mtx                     1      2048   0.001494   0.874861     0.093658  
SpMV-GPU-stride      cyl6.mtx                       1      2048   0.001596   3.719898     0.456046  
SpMV-GPU-stride      human_gene2.mtx                1      2048   0.003011   48.090831    6.006433  
SpMV-GPU-stride      lhr10.mtx                      1      2048   0.002970   1.285073     0.156676  
SpMV-GPU-stride      mawi_201512012345.mtx          1      2048   0.002806   185.985154   13.557938 
SpMV-GPU-stride      rajat31.mtx                    1      2048   0.002724   136.303063   14.917361 
SpMV-GPU-stride      spmsrtls.mtx                   1      2048   0.003011   0.788850     0.086343  
SpMV-GPU-stride      af23560.mtx                    32     2048   0.002621   3.032107     0.369458  
SpMV-GPU-stride      af_shell8.mtx                  32     2048   0.001693   88.029504    10.688640 
SpMV-GPU-stride      CurlCurl_4.mtx                 32     2048   0.001491   169.933766   19.377939 
SpMV-GPU-stride      cvxqp3.mtx                     32     2048   0.002970   0.440259     0.047132  
SpMV-GPU-stride      cyl6.mtx                       32     2048   0.001470   4.038931     0.495158  
SpMV-GPU-stride      human_gene2.mtx                32     2048   0.002990   48.420220    6.047573  
SpMV-GPU-stride      lhr10.mtx                      32     2048   0.003011   1.267589     0.154545  
SpMV-GPU-stride      mawi_201512012345.mtx          32     2048   0.002970   175.723903   12.809913 
SpMV-GPU-stride      rajat31.mtx                    32     2048   0.002867   129.487909   14.171493 
SpMV-GPU-stride      spmsrtls.mtx                   32     2048   0.002929   0.810916     0.088759  
SpMV-GPU-stride      af23560.mtx                    4      2048   0.002970   2.676619     0.326142  
SpMV-GPU-stride      af_shell8.mtx                  4      2048   0.001432   104.038444   12.632463 
SpMV-GPU-stride      CurlCurl_4.mtx                 4      2048   0.002888   87.753915    10.006781 
SpMV-GPU-stride      cvxqp3.mtx                     4      2048   0.003052   0.428440     0.045866  
SpMV-GPU-stride      cyl6.mtx                       4      2048   0.002888   2.056167     0.252078  
SpMV-GPU-stride      human_gene2.mtx                4      2048   0.002990   48.420220    6.047573  
SpMV-GPU-stride      lhr10.mtx                      4      2048   0.003031   1.259024     0.153500  
SpMV-GPU-stride      mawi_201512012345.mtx          4      2048   0.001526   342.012978   24.932047 
SpMV-GPU-stride      rajat31.mtx                    4      2048   0.001478   251.236834   27.496012 
SpMV-GPU-stride      spmsrtls.mtx                   4      2048   0.003011   0.788850     0.086343  
SpMV-GPU-stride      af23560.mtx                    64     2048   0.002519   3.155364     0.384477  
SpMV-GPU-stride      af_shell8.mtx                  64     2048   0.001504   99.080016    12.030406 
SpMV-GPU-stride      CurlCurl_4.mtx                 64     2048   0.002929   86.526587    9.866826  
SpMV-GPU-stride      cvxqp3.mtx                     64     2048   0.003011   0.434269     0.046490  
SpMV-GPU-stride      cyl6.mtx                       64     2048   0.002970   1.999445     0.245125  
SpMV-GPU-stride      human_gene2.mtx                64     2048   0.002744   52.756359    6.589147  
SpMV-GPU-stride      lhr10.mtx                      64     2048   0.002785   1.370114     0.167045  
SpMV-GPU-stride      mawi_201512012345.mtx          64     2048   0.002888   180.708979   13.173315 
SpMV-GPU-stride      rajat31.mtx                    64     2048   0.001494   248.439336   27.189846 
SpMV-GPU-stride      spmsrtls.mtx                   64     2048   0.003011   0.788850     0.086343  
SpMV-GPU-stride      af23560.mtx                    8      2048   0.002806   2.832918     0.345187  
SpMV-GPU-stride      af_shell8.mtx                  8      2048   0.001687   88.330060    10.725134 
SpMV-GPU-stride      CurlCurl_4.mtx                 8      2048   0.003052   83.042295    9.469504  
SpMV-GPU-stride      cvxqp3.mtx                     8      2048   0.002785   0.469393     0.050251  
SpMV-GPU-stride      cyl6.mtx                       8      2048   0.002929   2.027409     0.248553  
SpMV-GPU-stride      human_gene2.mtx                8      2048   0.002744   52.756359    6.589147  
SpMV-GPU-stride      lhr10.mtx                      8      2048   0.002785   1.370114     0.167045  
SpMV-GPU-stride      mawi_201512012345.mtx          8      2048   0.002703   193.030047   14.071496 
SpMV-GPU-stride      rajat31.mtx                    8      2048   0.002888   128.569555   14.070986 
SpMV-GPU-stride      spmsrtls.mtx                   8      2048   0.002867   0.828292     0.090661  
SpMV-GPU-stride      af23560.mtx                    128    256    0.045466   0.174824     0.021302  
SpMV-GPU-stride      af_shell8.mtx                  128    256    0.247997   0.600879     0.072959  
SpMV-GPU-stride      CurlCurl_4.mtx                 128    256    0.410627   0.617118     0.070371  
SpMV-GPU-stride      cvxqp3.mtx                     128    256    0.012186   0.107290     0.011486  
SpMV-GPU-stride      cyl6.mtx                       128    256    0.047534   0.124911     0.015314  
SpMV-GPU-stride      human_gene2.mtx                128    256    1.197650   0.120887     0.015099  
SpMV-GPU-stride      lhr10.mtx                      128    256    0.009418   0.405215     0.049404  
SpMV-GPU-stride      mawi_201512012345.mtx          128    256    18.461020  0.028267     0.002061  
SpMV-GPU-stride      rajat31.mtx                    128    256    0.637247   0.582612     0.063763  
SpMV-GPU-stride      spmsrtls.mtx                   128    256    0.004802   0.494569     0.054133  
SpMV-GPU-stride      af23560.mtx                    16     256    0.091628   0.086748     0.010570  
SpMV-GPU-stride      af_shell8.mtx                  16     256    2.830479   0.052647     0.006392  
SpMV-GPU-stride      CurlCurl_4.mtx                 16     256    4.349174   0.058265     0.006644  
SpMV-GPU-stride      cvxqp3.mtx                     16     256    0.017777   0.073546     0.007873  
SpMV-GPU-stride      cyl6.mtx                       16     256    0.033871   0.175297     0.021491  
SpMV-GPU-stride      human_gene2.mtx                16     256    2.917970   0.049617     0.006197  
SpMV-GPU-stride      lhr10.mtx                      16     256    0.024406   0.156359     0.019063  
SpMV-GPU-stride      mawi_201512012345.mtx          16     256    19.888231  0.026238     0.001913  
SpMV-GPU-stride      rajat31.mtx                    16     256    2.899252   0.128056     0.014015  
SpMV-GPU-stride      spmsrtls.mtx                   16     256    0.026665   0.089064     0.009748  
SpMV-GPU-stride      af23560.mtx                    1      256    0.531978   0.014941     0.001821  
SpMV-GPU-stride      af_shell8.mtx                  1      256    18.653480  0.007989     0.000970  
SpMV-GPU-stride      CurlCurl_4.mtx                 1      256    32.192113  0.007872     0.000898  
SpMV-GPU-stride      cvxqp3.mtx                     1      256    0.078920   0.016566     0.001773  
SpMV-GPU-stride      cyl6.mtx                       1      256    0.834232   0.007117     0.000873  
SpMV-GPU-stride      human_gene2.mtx                1      256    14.064602  0.010294     0.001286  
SpMV-GPU-stride      lhr10.mtx                      1      256    0.520131   0.007337     0.000895  
SpMV-GPU-stride      mawi_201512012345.mtx          1      256    60.708618  0.008596     0.000627  
SpMV-GPU-stride      rajat31.mtx                    1      256    38.956830  0.009530     0.001043  
SpMV-GPU-stride      spmsrtls.mtx                   1      256    0.269578   0.008810     0.000964  
SpMV-GPU-stride      af23560.mtx                    32     256    0.025410   0.312810     0.038116  
SpMV-GPU-stride      af_shell8.mtx                  32     256    0.666680   0.223520     0.027140  
SpMV-GPU-stride      CurlCurl_4.mtx                 32     256    1.046668   0.242107     0.027608  
SpMV-GPU-stride      cvxqp3.mtx                     32     256    0.005933   0.220343     0.023589  
SpMV-GPU-stride      cyl6.mtx                       32     256    0.021123   0.281092     0.034461  
SpMV-GPU-stride      human_gene2.mtx                32     256    0.626814   0.230978     0.028849  
SpMV-GPU-stride      lhr10.mtx                      32     256    0.044114   0.086507     0.010547  
SpMV-GPU-stride      mawi_201512012345.mtx          32     256    18.487644  0.028226     0.002058  
SpMV-GPU-stride      rajat31.mtx                    32     256    2.990039   0.124168     0.013589  
SpMV-GPU-stride      spmsrtls.mtx                   32     256    0.017654   0.134525     0.014724  
SpMV-GPU-stride      af23560.mtx                    4      256    0.261448   0.030402     0.003704  
SpMV-GPU-stride      af_shell8.mtx                  4      256    9.357271   0.015925     0.001934  
SpMV-GPU-stride      CurlCurl_4.mtx                 4      256    13.643735  0.018573     0.002118  
SpMV-GPU-stride      cvxqp3.mtx                     4      256    0.043848   0.029817     0.003192  
SpMV-GPU-stride      cyl6.mtx                       4      256    0.262287   0.022638     0.002775  
SpMV-GPU-stride      human_gene2.mtx                4      256    7.996477   0.018106     0.002261  
SpMV-GPU-stride      lhr10.mtx                      4      256    0.066557   0.057336     0.006990  
SpMV-GPU-stride      mawi_201512012345.mtx          4      256    16.000760  0.032613     0.002377  
SpMV-GPU-stride      rajat31.mtx                    4      256    18.704405  0.019849     0.002172  
SpMV-GPU-stride      spmsrtls.mtx                   4      256    0.039185   0.060606     0.006634  
SpMV-GPU-stride      af23560.mtx                    64     256    0.017577   0.452211     0.055101  
SpMV-GPU-stride      af_shell8.mtx                  64     256    0.370709   0.401976     0.048808  
SpMV-GPU-stride      CurlCurl_4.mtx                 64     256    0.573452   0.441895     0.050390  
SpMV-GPU-stride      cvxqp3.mtx                     64     256    0.005012   0.260827     0.027923  
SpMV-GPU-stride      cyl6.mtx                       64     256    0.052163   0.113828     0.013955  
SpMV-GPU-stride      human_gene2.mtx                64     256    0.437606   0.330846     0.041322  
SpMV-GPU-stride      lhr10.mtx                      64     256    0.035574   0.107274     0.013079  
SpMV-GPU-stride      mawi_201512012345.mtx          64     256    11.932026  0.043734     0.003188  
SpMV-GPU-stride      rajat31.mtx                    64     256    1.756037   0.211424     0.023139  
SpMV-GPU-stride      spmsrtls.mtx                   64     256    0.013988   0.169782     0.018583  
SpMV-GPU-stride      af23560.mtx                    8      256    0.077511   0.102547     0.012495  
SpMV-GPU-stride      af_shell8.mtx                  8      256    2.543345   0.058591     0.007114  
SpMV-GPU-stride      CurlCurl_4.mtx                 8      256    4.073434   0.062209     0.007094  
SpMV-GPU-stride      cvxqp3.mtx                     8      256    0.027054   0.048325     0.005173  
SpMV-GPU-stride      cyl6.mtx                       8      256    0.146207   0.040611     0.004979  
SpMV-GPU-stride      human_gene2.mtx                8      256    4.880118   0.029667     0.003705  
SpMV-GPU-stride      lhr10.mtx                      8      256    0.083722   0.045581     0.005557  
SpMV-GPU-stride      mawi_201512012345.mtx          8      256    22.568550  0.023122     0.001686  
SpMV-GPU-stride      rajat31.mtx                    8      256    10.053243  0.036930     0.004042  
SpMV-GPU-stride      spmsrtls.mtx                   8      256    0.021361   0.111177     0.012169  
SpMV-GPU-stride      af23560.mtx                    128    32     0.039121   0.203176     0.024757  
SpMV-GPU-stride      af_shell8.mtx                  128    32     1.226105   0.121536     0.014757  
SpMV-GPU-stride      CurlCurl_4.mtx                 128    32     1.975798   0.128255     0.014625  
SpMV-GPU-stride      cvxqp3.mtx                     128    32     0.017285   0.075637     0.008097  
SpMV-GPU-stride      cyl6.mtx                       128    32     0.066888   0.088769     0.010883  
SpMV-GPU-stride      human_gene2.mtx                128    32     2.455798   0.058955     0.007363  
SpMV-GPU-stride      lhr10.mtx                      128    32     0.047616   0.080144     0.009771  
SpMV-GPU-stride      mawi_201512012345.mtx          128    32     20.851118  0.025026     0.001824  
SpMV-GPU-stride      rajat31.mtx                    128    32     2.803916   0.132410     0.014491  
SpMV-GPU-stride      spmsrtls.mtx                   128    32     0.012175   0.195066     0.021351  
SpMV-GPU-stride      af23560.mtx                    16     32     0.271445   0.029282     0.003568  
SpMV-GPU-stride      af_shell8.mtx                  16     32     9.543229   0.015615     0.001896  
SpMV-GPU-stride      CurlCurl_4.mtx                 16     32     15.519068  0.016329     0.001862  
SpMV-GPU-stride      cvxqp3.mtx                     16     32     0.084173   0.015532     0.001663  
SpMV-GPU-stride      cyl6.mtx                       16     32     0.409416   0.014503     0.001778  
SpMV-GPU-stride      human_gene2.mtx                16     32     11.250074  0.012869     0.001607  
SpMV-GPU-stride      lhr10.mtx                      16     32     0.225300   0.016938     0.002065  
SpMV-GPU-stride      mawi_201512012345.mtx          16     32     35.140341  0.014850     0.001083  
SpMV-GPU-stride      rajat31.mtx                    16     32     31.835935  0.011662     0.001276  
SpMV-GPU-stride      spmsrtls.mtx                   16     32     0.145326   0.016342     0.001789  
SpMV-GPU-stride      af23560.mtx                    1      32     4.251341   0.001870     0.000228  
SpMV-GPU-stride      af_shell8.mtx                  1      32     171.788043 0.000867     0.000105  
SpMV-GPU-stride      CurlCurl_4.mtx                 1      32     337.261690 0.000751     0.000086  
SpMV-GPU-stride      cvxqp3.mtx                     1      32     1.050337   0.001245     0.000133  
SpMV-GPU-stride      cyl6.mtx                       1      32     2.266070   0.002620     0.000321  
SpMV-GPU-stride      human_gene2.mtx                1      32     109.108051 0.001327     0.000166  
SpMV-GPU-stride      lhr10.mtx                      1      32     2.434539   0.001568     0.000191  
SpMV-GPU-stride      mawi_201512012345.mtx          1      32     422.123848 0.001236     0.000090  
SpMV-GPU-stride      rajat31.mtx                    1      32     457.281926 0.000812     0.000089  
SpMV-GPU-stride      spmsrtls.mtx                   1      32     1.967022   0.001207     0.000132  
SpMV-GPU-stride      af23560.mtx                    32     32     0.137468   0.057821     0.007045  
SpMV-GPU-stride      af_shell8.mtx                  32     32     4.742539   0.031421     0.003815  
SpMV-GPU-stride      CurlCurl_4.mtx                 32     32     7.734496   0.032763     0.003736  
SpMV-GPU-stride      cvxqp3.mtx                     32     32     0.045056   0.029017     0.003106  
SpMV-GPU-stride      cyl6.mtx                       32     32     0.206295   0.028782     0.003529  
SpMV-GPU-stride      human_gene2.mtx                32     32     6.721229   0.021541     0.002690  
SpMV-GPU-stride      lhr10.mtx                      32     32     0.067502   0.056534     0.006893  
SpMV-GPU-stride      mawi_201512012345.mtx          32     32     16.112873  0.032386     0.002361  
SpMV-GPU-stride      rajat31.mtx                    32     32     16.353833  0.022702     0.002485  
SpMV-GPU-stride      spmsrtls.mtx                   32     32     0.076800   0.030923     0.003385  
SpMV-GPU-stride      af23560.mtx                    4      32     1.055807   0.007528     0.000917  
SpMV-GPU-stride      af_shell8.mtx                  4      32     50.522952  0.002949     0.000358  
SpMV-GPU-stride      CurlCurl_4.mtx                 4      32     63.051899  0.004019     0.000458  
SpMV-GPU-stride      cvxqp3.mtx                     4      32     0.157945   0.008278     0.000886  
SpMV-GPU-stride      cyl6.mtx                       4      32     0.793362   0.007484     0.000918  
SpMV-GPU-stride      human_gene2.mtx                4      32     28.133326  0.005146     0.000643  
SpMV-GPU-stride      lhr10.mtx                      4      32     0.740864   0.005151     0.000628  
SpMV-GPU-stride      mawi_201512012345.mtx          4      32     69.535095  0.007505     0.000547  
SpMV-GPU-stride      rajat31.mtx                    4      32     120.025967 0.003093     0.000339  
SpMV-GPU-stride      spmsrtls.mtx                   4      32     0.492524   0.004822     0.000528  
SpMV-GPU-stride      af23560.mtx                    64     32     0.140698   0.056493     0.006884  
SpMV-GPU-stride      af_shell8.mtx                  64     32     4.498330   0.033127     0.004022  
SpMV-GPU-stride      CurlCurl_4.mtx                 64     32     6.426276   0.039433     0.004497  
SpMV-GPU-stride      cvxqp3.mtx                     64     32     0.013302   0.098282     0.010522  
SpMV-GPU-stride      cyl6.mtx                       64     32     0.054719   0.108510     0.013303  
SpMV-GPU-stride      human_gene2.mtx                64     32     1.859747   0.077849     0.009723  
SpMV-GPU-stride      lhr10.mtx                      64     32     0.076308   0.050010     0.006097  
SpMV-GPU-stride      mawi_201512012345.mtx          64     32     23.348633  0.022349     0.001629  
SpMV-GPU-stride      rajat31.mtx                    64     32     8.844575   0.041977     0.004594  
SpMV-GPU-stride      spmsrtls.mtx                   64     32     0.041349   0.057435     0.006287  
SpMV-GPU-stride      af23560.mtx                    8      32     1.005261   0.007907     0.000963  
SpMV-GPU-stride      af_shell8.mtx                  8      32     26.816061  0.005557     0.000675  
SpMV-GPU-stride      CurlCurl_4.mtx                 8      32     46.181663  0.005487     0.000626  
SpMV-GPU-stride      cvxqp3.mtx                     8      32     0.081138   0.016113     0.001725  
SpMV-GPU-stride      cyl6.mtx                       8      32     0.767529   0.007736     0.000948  
SpMV-GPU-stride      human_gene2.mtx                8      32     21.168046  0.006840     0.000854  
SpMV-GPU-stride      lhr10.mtx                      8      32     0.231677   0.016472     0.002008  
SpMV-GPU-stride      mawi_201512012345.mtx          8      32     55.301325  0.009436     0.000688  
SpMV-GPU-stride      rajat31.mtx                    8      32     41.163255  0.009019     0.000987  
SpMV-GPU-stride      spmsrtls.mtx                   8      32     0.142922   0.016617     0.001819  
SpMV-GPU-stride      af23560.mtx                    128    512    0.013997   0.567853     0.069192  
SpMV-GPU-stride      af_shell8.mtx                  128    512    0.697303   0.213704     0.025948  
SpMV-GPU-stride      CurlCurl_4.mtx                 128    512    0.397642   0.637270     0.072669  
SpMV-GPU-stride      cvxqp3.mtx                     128    512    0.011674   0.111996     0.011990  
SpMV-GPU-stride      cyl6.mtx                       128    512    0.047677   0.124536     0.015268  
SpMV-GPU-stride      human_gene2.mtx                128    512    1.128141   0.128335     0.016029  
SpMV-GPU-stride      lhr10.mtx                      128    512    0.032338   0.118009     0.014388  
SpMV-GPU-stride      mawi_201512012345.mtx          128    512    18.955346  0.027529     0.002007  
SpMV-GPU-stride      rajat31.mtx                    128    512    1.023447   0.362762     0.039702  
SpMV-GPU-stride      spmsrtls.mtx                   128    512    0.013660   0.173854     0.019029  
SpMV-GPU-stride      af23560.mtx                    16     512    0.030730   0.258659     0.031517  
SpMV-GPU-stride      af_shell8.mtx                  16     512    1.788252   0.083331     0.010118  
SpMV-GPU-stride      CurlCurl_4.mtx                 16     512    1.073161   0.236130     0.026926  
SpMV-GPU-stride      cvxqp3.mtx                     16     512    0.014848   0.088052     0.009426  
SpMV-GPU-stride      cyl6.mtx                       16     512    0.077804   0.076315     0.009356  
SpMV-GPU-stride      human_gene2.mtx                16     512    2.297487   0.063017     0.007871  
SpMV-GPU-stride      lhr10.mtx                      16     512    0.057385   0.066501     0.008108  
SpMV-GPU-stride      mawi_201512012345.mtx          16     512    19.449344  0.026830     0.001956  
SpMV-GPU-stride      rajat31.mtx                    16     512    1.534623   0.241928     0.026477  
SpMV-GPU-stride      spmsrtls.mtx                   16     512    0.008045   0.295207     0.032312  
SpMV-GPU-stride      af23560.mtx                    1      512    0.346158   0.022962     0.002798  
SpMV-GPU-stride      af_shell8.mtx                  1      512    20.006646  0.007448     0.000904  
SpMV-GPU-stride      CurlCurl_4.mtx                 1      512    29.049754  0.008723     0.000995  
SpMV-GPU-stride      cvxqp3.mtx                     1      512    0.098939   0.013214     0.001415  
SpMV-GPU-stride      cyl6.mtx                       1      512    0.275658   0.021540     0.002641  
SpMV-GPU-stride      human_gene2.mtx                1      512    18.300948  0.007911     0.000988  
SpMV-GPU-stride      lhr10.mtx                      1      512    0.462684   0.008248     0.001006  
SpMV-GPU-stride      mawi_201512012345.mtx          1      512    35.918356  0.014528     0.001059  
SpMV-GPU-stride      rajat31.mtx                    1      512    34.638336  0.010718     0.001173  
SpMV-GPU-stride      spmsrtls.mtx                   1      512    0.174653   0.013598     0.001488  
SpMV-GPU-stride      af23560.mtx                    32     512    0.051118   0.155493     0.018947  
SpMV-GPU-stride      af_shell8.mtx                  32     512    0.987771   0.150861     0.018318  
SpMV-GPU-stride      CurlCurl_4.mtx                 32     512    1.320489   0.191903     0.021883  
SpMV-GPU-stride      cvxqp3.mtx                     32     512    0.005079   0.257409     0.027557  
SpMV-GPU-stride      cyl6.mtx                       32     512    0.017396   0.341320     0.041845  
SpMV-GPU-stride      human_gene2.mtx                32     512    1.449533   0.099881     0.012475  
SpMV-GPU-stride      lhr10.mtx                      32     512    0.037888   0.100722     0.012280  
SpMV-GPU-stride      mawi_201512012345.mtx          32     512    18.002063  0.028987     0.002113  
SpMV-GPU-stride      rajat31.mtx                    32     512    1.824010   0.203545     0.022276  
SpMV-GPU-stride      spmsrtls.mtx                   32     512    0.005916   0.401423     0.043938  
SpMV-GPU-stride      af23560.mtx                    4      512    0.198799   0.039982     0.004872  
SpMV-GPU-stride      af_shell8.mtx                  4      512    2.690678   0.055382     0.006725  
SpMV-GPU-stride      CurlCurl_4.mtx                 4      512    4.171487   0.060747     0.006927  
SpMV-GPU-stride      cvxqp3.mtx                     4      512    0.030249   0.043221     0.004627  
SpMV-GPU-stride      cyl6.mtx                       4      512    0.201626   0.029448     0.003610  
SpMV-GPU-stride      human_gene2.mtx                4      512    5.261599   0.027516     0.003437  
SpMV-GPU-stride      lhr10.mtx                      4      512    0.133591   0.028566     0.003483  
SpMV-GPU-stride      mawi_201512012345.mtx          4      512    22.356193  0.023342     0.001702  
SpMV-GPU-stride      rajat31.mtx                    4      512    10.876805  0.034134     0.003736  
SpMV-GPU-stride      spmsrtls.mtx                   4      512    0.049500   0.047977     0.005251  
SpMV-GPU-stride      af23560.mtx                    64     512    0.015478   0.513543     0.062574  
SpMV-GPU-stride      af_shell8.mtx                  64     512    0.762163   0.195518     0.023740  
SpMV-GPU-stride      CurlCurl_4.mtx                 64     512    0.410038   0.618004     0.070472  
SpMV-GPU-stride      cvxqp3.mtx                     64     512    0.004573   0.285866     0.030603  
SpMV-GPU-stride      cyl6.mtx                       64     512    0.013318   0.445816     0.054655  
SpMV-GPU-stride      human_gene2.mtx                64     512    0.345549   0.418986     0.052330  
SpMV-GPU-stride      lhr10.mtx                      64     512    0.009965   0.382963     0.046691  
SpMV-GPU-stride      mawi_201512012345.mtx          64     512    11.832950  0.044100     0.003215  
SpMV-GPU-stride      rajat31.mtx                    64     512    1.293885   0.286940     0.031403  
SpMV-GPU-stride      spmsrtls.mtx                   64     512    0.015176   0.156492     0.017129  
SpMV-GPU-stride      af23560.mtx                    8      512    0.052943   0.150134     0.018294  
SpMV-GPU-stride      af_shell8.mtx                  8      512    2.896589   0.051445     0.006247  
SpMV-GPU-stride      CurlCurl_4.mtx                 8      512    2.090408   0.121223     0.013823  
SpMV-GPU-stride      cvxqp3.mtx                     8      512    0.008915   0.146658     0.015700  
SpMV-GPU-stride      cyl6.mtx                       8      512    0.115098   0.051587     0.006324  
SpMV-GPU-stride      human_gene2.mtx                8      512    1.225157   0.118173     0.014760  
SpMV-GPU-stride      lhr10.mtx                      8      512    0.029297   0.130259     0.015881  
SpMV-GPU-stride      mawi_201512012345.mtx          8      512    12.564053  0.041534     0.003028  
SpMV-GPU-stride      rajat31.mtx                    8      512    6.029292   0.061577     0.006739  
SpMV-GPU-stride      spmsrtls.mtx                   8      512    0.028549   0.083186     0.009105  
SpMV-GPU-tpv         af23560.mtx                    N/A    N/A    0.048292   0.164593     0.020055  
SpMV-GPU-tpv         af_shell8.mtx                  N/A    N/A    0.704061   0.211652     0.025699  
SpMV-GPU-tpv         CurlCurl_4.mtx                 N/A    N/A    0.389840   0.650024     0.074124  
SpMV-GPU-tpv         cvxqp3.mtx                     N/A    N/A    0.011981   0.109124     0.011682  
SpMV-GPU-tpv         cyl6.mtx                       N/A    N/A    0.010733   0.553216     0.067822  
SpMV-GPU-tpv         human_gene2.mtx                N/A    N/A    4.068782   0.035583     0.004444  
SpMV-GPU-tpv         lhr10.mtx                      N/A    N/A    0.008737   0.436767     0.053251  
SpMV-GPU-tpv         mawi_201512012345.mtx          N/A    N/A    18.162381  0.028731     0.002094  
SpMV-GPU-tpv         rajat31.mtx                    N/A    N/A    0.616657   0.602066     0.065892  
SpMV-GPU-tpv         spmsrtls.mtx                   N/A    N/A    0.004760   0.498891     0.054606  
SpMV-GPU-tpv         af23560.mtx                    N/A    N/A    0.012320   0.645169     0.078613  
