Algorithm            Matrix                         Blocks TPB    Time(ms)   Bandwidth    FLOPS     
SpMV-GPU-sequential  cyl6.mtx                       128    256    0.029266   0.202883     0.024873  
SpMV-GPU-sequential  human_gene2.mtx                128    256    0.612485   0.236382     0.029524  
SpMV-GPU-sequential  lhr10.mtx                      128    256    0.007624   0.500524     0.061024  
SpMV-GPU-sequential  mawi_201512012345.mtx          128    256    14.868169  0.035097     0.002559  
SpMV-GPU-sequential  rajat31.mtx                    128    256    2.087768   0.177830     0.019462  
SpMV-GPU-sequential  spmsrtls.mtx                   128    256    0.004868   0.487807     0.053393  
SpMV-GPU-sequential  af23560.mtx                    16     256    0.118518   0.067066     0.008172  
SpMV-GPU-sequential  af_shell8.mtx                  16     256    3.752653   0.039710     0.004822  
SpMV-GPU-sequential  CurlCurl_4.mtx                 16     256    6.021427   0.042084     0.004799  
SpMV-GPU-sequential  cvxqp3.mtx                     16     256    0.020828   0.062770     0.006720  
SpMV-GPU-sequential  cyl6.mtx                       16     256    0.095191   0.062375     0.007647  
SpMV-GPU-sequential  human_gene2.mtx                16     256    1.141971   0.126781     0.015835  
SpMV-GPU-sequential  lhr10.mtx                      16     256    0.036495   0.104565     0.012749  
SpMV-GPU-sequential  mawi_201512012345.mtx          16     256    20.783657  0.025108     0.001830  
SpMV-GPU-sequential  rajat31.mtx                    16     256    3.788896   0.097988     0.010724  
SpMV-GPU-sequential  spmsrtls.mtx                   16     256    0.043254   0.054906     0.006010  
SpMV-GPU-sequential  af23560.mtx                    1      256    1.975419   0.004024     0.000490  
SpMV-GPU-sequential  af_shell8.mtx                  1      256    38.750249  0.003846     0.000467  
SpMV-GPU-sequential  CurlCurl_4.mtx                 1      256    63.574692  0.003986     0.000455  
SpMV-GPU-sequential  cvxqp3.mtx                     1      256    0.193761   0.006747     0.000722  
SpMV-GPU-sequential  cyl6.mtx                       1      256    1.275802   0.004654     0.000571  
SpMV-GPU-sequential  human_gene2.mtx                1      256    16.935901  0.008549     0.001068  
SpMV-GPU-sequential  lhr10.mtx                      1      256    0.744264   0.005127     0.000625  
SpMV-GPU-sequential  mawi_201512012345.mtx          1      256    77.958676  0.006694     0.000488  
SpMV-GPU-sequential  rajat31.mtx                    1      256    85.568102  0.004339     0.000475  
SpMV-GPU-sequential  spmsrtls.mtx                   1      256    0.375050   0.006332     0.000693  
SpMV-GPU-sequential  af23560.mtx                    32     256    0.045691   0.173962     0.021197  
SpMV-GPU-sequential  af_shell8.mtx                  32     256    2.289705   0.065081     0.007902  
SpMV-GPU-sequential  CurlCurl_4.mtx                 32     256    3.381125   0.074947     0.008546  
SpMV-GPU-sequential  cvxqp3.mtx                     32     256    0.012022   0.108752     0.011642  
SpMV-GPU-sequential  cyl6.mtx                       32     256    0.049132   0.120850     0.014816  
SpMV-GPU-sequential  human_gene2.mtx                32     256    1.576919   0.091812     0.011467  
SpMV-GPU-sequential  lhr10.mtx                      32     256    0.012488   0.305578     0.037256  
SpMV-GPU-sequential  mawi_201512012345.mtx          32     256    20.579164  0.025357     0.001848  
SpMV-GPU-sequential  rajat31.mtx                    32     256    2.541796   0.146065     0.015986  
SpMV-GPU-sequential  spmsrtls.mtx                   32     256    0.008454   0.280905     0.030746  
SpMV-GPU-sequential  af23560.mtx                    4      256    0.490906   0.016191     0.001973  
SpMV-GPU-sequential  af_shell8.mtx                  4      256    11.401728  0.013070     0.001587  
SpMV-GPU-sequential  CurlCurl_4.mtx                 4      256    17.327186  0.014625     0.001668  
SpMV-GPU-sequential  cvxqp3.mtx                     4      256    0.061809   0.021152     0.002264  
SpMV-GPU-sequential  cyl6.mtx                       4      256    0.378286   0.015696     0.001924  
SpMV-GPU-sequential  human_gene2.mtx                4      256    4.593848   0.031516     0.003936  
SpMV-GPU-sequential  lhr10.mtx                      4      256    0.102870   0.037097     0.004523  
SpMV-GPU-sequential  mawi_201512012345.mtx          4      256    15.362460  0.033968     0.002476  
SpMV-GPU-sequential  rajat31.mtx                    4      256    13.332388  0.027847     0.003048  
SpMV-GPU-sequential  spmsrtls.mtx                   4      256    0.060309   0.039378     0.004310  
SpMV-GPU-sequential  af23560.mtx                    64     256    0.074650   0.106477     0.012974  
SpMV-GPU-sequential  af_shell8.mtx                  64     256    2.537923   0.058716     0.007129  
SpMV-GPU-sequential  CurlCurl_4.mtx                 64     256    3.908424   0.064836     0.007393  
SpMV-GPU-sequential  cvxqp3.mtx                     64     256    0.010281   0.127166     0.013614  
SpMV-GPU-sequential  cyl6.mtx                       64     256    0.042988   0.138123     0.016933  
SpMV-GPU-sequential  human_gene2.mtx                64     256    0.621121   0.233095     0.029113  
SpMV-GPU-sequential  lhr10.mtx                      64     256    0.022856   0.166967     0.020357  
SpMV-GPU-sequential  mawi_201512012345.mtx          64     256    13.936671  0.037443     0.002730  
SpMV-GPU-sequential  rajat31.mtx                    64     256    4.509225   0.082335     0.009011  
SpMV-GPU-sequential  spmsrtls.mtx                   64     256    0.013906   0.170782     0.018693  
SpMV-GPU-sequential  af23560.mtx                    8      256    0.278651   0.028525     0.003476  
SpMV-GPU-sequential  af_shell8.mtx                  8      256    6.901637   0.021591     0.002622  
SpMV-GPU-sequential  CurlCurl_4.mtx                 8      256    10.138092  0.024995     0.002850  
SpMV-GPU-sequential  cvxqp3.mtx                     8      256    0.039444   0.033145     0.003548  
SpMV-GPU-sequential  cyl6.mtx                       8      256    0.170701   0.034783     0.004264  
SpMV-GPU-sequential  human_gene2.mtx                8      256    4.911821   0.029476     0.003681  
SpMV-GPU-sequential  lhr10.mtx                      8      256    0.046808   0.081527     0.009940  
SpMV-GPU-sequential  mawi_201512012345.mtx          8      256    13.953871  0.037397     0.002726  
SpMV-GPU-sequential  rajat31.mtx                    8      256    13.212078  0.028101     0.003075  
SpMV-GPU-sequential  spmsrtls.mtx                   8      256    0.036472   0.065115     0.007127  
SpMV-GPU-sequential  af23560.mtx                    128    32     0.093594   0.084926     0.010348  
SpMV-GPU-sequential  af_shell8.mtx                  128    32     3.086930   0.048273     0.005861  
SpMV-GPU-sequential  CurlCurl_4.mtx                 128    32     3.620147   0.069999     0.007982  
SpMV-GPU-sequential  cvxqp3.mtx                     128    32     0.017449   0.074927     0.008021  
SpMV-GPU-sequential  cyl6.mtx                       128    32     0.077189   0.076922     0.009430  
SpMV-GPU-sequential  human_gene2.mtx                128    32     1.761382   0.082197     0.010266  
SpMV-GPU-sequential  lhr10.mtx                      128    32     0.018888   0.202045     0.024633  
SpMV-GPU-sequential  mawi_201512012345.mtx          128    32     21.675131  0.024075     0.001755  
SpMV-GPU-sequential  rajat31.mtx                    128    32     3.663186   0.101351     0.011092  
SpMV-GPU-sequential  spmsrtls.mtx                   128    32     0.008974   0.264638     0.028966  
SpMV-GPU-sequential  af23560.mtx                    16     32     0.369807   0.021494     0.002619  
SpMV-GPU-sequential  af_shell8.mtx                  16     32     11.630653  0.012812     0.001556  
SpMV-GPU-sequential  CurlCurl_4.mtx                 16     32     19.256975  0.013159     0.001501  
SpMV-GPU-sequential  cvxqp3.mtx                     16     32     0.085402   0.015309     0.001639  
SpMV-GPU-sequential  cyl6.mtx                       16     32     0.446956   0.013284     0.001629  
SpMV-GPU-sequential  human_gene2.mtx                16     32     14.231388  0.010173     0.001271  
SpMV-GPU-sequential  lhr10.mtx                      16     32     0.112460   0.033933     0.004137  
SpMV-GPU-sequential  mawi_201512012345.mtx          16     32     24.551349  0.021255     0.001549  
SpMV-GPU-sequential  rajat31.mtx                    16     32     24.514284  0.015145     0.001658  
SpMV-GPU-sequential  spmsrtls.mtx                   16     32     0.063179   0.037590     0.004114  
SpMV-GPU-sequential  af23560.mtx                    1      32     6.069023   0.001310     0.000160  
SpMV-GPU-sequential  af_shell8.mtx                  1      32     190.030972 0.000784     0.000095  
SpMV-GPU-sequential  CurlCurl_4.mtx                 1      32     308.422490 0.000822     0.000094  
SpMV-GPU-sequential  cvxqp3.mtx                     1      32     1.114890   0.001173     0.000126  
SpMV-GPU-sequential  cyl6.mtx                       1      32     3.726111   0.001593     0.000195  
SpMV-GPU-sequential  human_gene2.mtx                1      32     131.872079 0.001098     0.000137  
SpMV-GPU-sequential  lhr10.mtx                      1      32     1.701898   0.002242     0.000273  
SpMV-GPU-sequential  mawi_201512012345.mtx          1      32     370.783232 0.001407     0.000103  
SpMV-GPU-sequential  rajat31.mtx                    1      32     366.093546 0.001014     0.000111  
SpMV-GPU-sequential  spmsrtls.mtx                   1      32     0.983095   0.002416     0.000264  
SpMV-GPU-sequential  af23560.mtx                    32     32     0.278385   0.028552     0.003479  
SpMV-GPU-sequential  af_shell8.mtx                  32     32     7.265731   0.020509     0.002490  
SpMV-GPU-sequential  CurlCurl_4.mtx                 32     32     12.072530  0.020990     0.002394  
SpMV-GPU-sequential  cvxqp3.mtx                     32     32     0.039444   0.033145     0.003548  
SpMV-GPU-sequential  cyl6.mtx                       32     32     0.130826   0.045385     0.005564  
SpMV-GPU-sequential  human_gene2.mtx                32     32     3.010567   0.048091     0.006006  
SpMV-GPU-sequential  lhr10.mtx                      32     32     0.082493   0.046260     0.005640  
SpMV-GPU-sequential  mawi_201512012345.mtx          32     32     15.631074  0.033384     0.002434  
SpMV-GPU-sequential  rajat31.mtx                    32     32     12.339323  0.030088     0.003293  
SpMV-GPU-sequential  spmsrtls.mtx                   32     32     0.068096   0.034875     0.003817  
SpMV-GPU-sequential  af23560.mtx                    4      32     1.213317   0.006551     0.000798  
SpMV-GPU-sequential  af_shell8.mtx                  4      32     50.299372  0.002963     0.000360  
SpMV-GPU-sequential  CurlCurl_4.mtx                 4      32     94.730363  0.002675     0.000305  
SpMV-GPU-sequential  cvxqp3.mtx                     4      32     0.287314   0.004550     0.000487  
SpMV-GPU-sequential  cyl6.mtx                       4      32     1.006817   0.005897     0.000723  
SpMV-GPU-sequential  human_gene2.mtx                4      32     26.205716  0.005525     0.000690  
SpMV-GPU-sequential  lhr10.mtx                      4      32     0.363955   0.010485     0.001278  
SpMV-GPU-sequential  mawi_201512012345.mtx          4      32     94.957721  0.005495     0.000401  
SpMV-GPU-sequential  rajat31.mtx                    4      32     130.673214 0.002841     0.000311  
SpMV-GPU-sequential  spmsrtls.mtx                   4      32     0.187974   0.012634     0.001383  
SpMV-GPU-sequential  af23560.mtx                    64     32     0.190013   0.041831     0.005097  
SpMV-GPU-sequential  af_shell8.mtx                  64     32     4.134994   0.036038     0.004376  
SpMV-GPU-sequential  CurlCurl_4.mtx                 64     32     8.448184   0.029995     0.003420  
SpMV-GPU-sequential  cvxqp3.mtx                     64     32     0.026890   0.048620     0.005205  
SpMV-GPU-sequential  cyl6.mtx                       64     32     0.122020   0.048661     0.005966  
SpMV-GPU-sequential  human_gene2.mtx                64     32     2.159963   0.067029     0.008372  
SpMV-GPU-sequential  lhr10.mtx                      64     32     0.027985   0.136366     0.016626  
SpMV-GPU-sequential  mawi_201512012345.mtx          64     32     21.860762  0.023871     0.001740  
SpMV-GPU-sequential  rajat31.mtx                    64     32     11.283845  0.032903     0.003601  
SpMV-GPU-sequential  spmsrtls.mtx                   64     32     0.015295   0.155275     0.016996  
SpMV-GPU-sequential  af23560.mtx                    8      32     0.605184   0.013134     0.001600  
SpMV-GPU-sequential  af_shell8.mtx                  8      32     16.794214  0.008873     0.001077  
SpMV-GPU-sequential  CurlCurl_4.mtx                 8      32     52.173599  0.004857     0.000554  
SpMV-GPU-sequential  cvxqp3.mtx                     8      32     0.132280   0.009883     0.001058  
SpMV-GPU-sequential  cyl6.mtx                       8      32     0.865608   0.006859     0.000841  
SpMV-GPU-sequential  human_gene2.mtx                8      32     11.799349  0.012270     0.001533  
SpMV-GPU-sequential  lhr10.mtx                      8      32     0.364687   0.010464     0.001276  
SpMV-GPU-sequential  mawi_201512012345.mtx          8      32     58.789007  0.008876     0.000647  
SpMV-GPU-sequential  rajat31.mtx                    8      32     71.196365  0.005215     0.000571  
SpMV-GPU-sequential  spmsrtls.mtx                   8      32     0.193106   0.012298     0.001346  
SpMV-GPU-sequential  af23560.mtx                    128    512    0.031314   0.253832     0.030929  
SpMV-GPU-sequential  af_shell8.mtx                  128    512    3.720172   0.040056     0.004864  
SpMV-GPU-sequential  CurlCurl_4.mtx                 128    512    8.727347   0.029036     0.003311  
SpMV-GPU-sequential  cvxqp3.mtx                     128    512    0.010486   0.124683     0.013348  
SpMV-GPU-sequential  cyl6.mtx                       128    512    0.008947   0.663621     0.081358  
SpMV-GPU-sequential  human_gene2.mtx                128    512    0.643321   0.225051     0.028108  
SpMV-GPU-sequential  lhr10.mtx                      128    512    0.007969   0.478896     0.058387  
SpMV-GPU-sequential  mawi_201512012345.mtx          128    512    15.066506  0.034635     0.002525  
SpMV-GPU-sequential  rajat31.mtx                    128    512    2.186810   0.169776     0.018581  
SpMV-GPU-sequential  spmsrtls.mtx                   128    512    0.014008   0.169534     0.018556  
SpMV-GPU-sequential  af23560.mtx                    16     512    0.101274   0.078485     0.009563  
SpMV-GPU-sequential  af_shell8.mtx                  16     512    4.765430   0.031270     0.003797  
SpMV-GPU-sequential  CurlCurl_4.mtx                 16     512    5.211812   0.048621     0.005544  
SpMV-GPU-sequential  cvxqp3.mtx                     16     512    0.016732   0.078136     0.008365  
SpMV-GPU-sequential  cyl6.mtx                       16     512    0.072520   0.081875     0.010038  
SpMV-GPU-sequential  human_gene2.mtx                16     512    1.071688   0.135096     0.016873  
SpMV-GPU-sequential  lhr10.mtx                      16     512    0.023114   0.165104     0.020130  
SpMV-GPU-sequential  mawi_201512012345.mtx          16     512    14.136683  0.036913     0.002691  
SpMV-GPU-sequential  rajat31.mtx                    16     512    6.408458   0.057934     0.006340  
SpMV-GPU-sequential  spmsrtls.mtx                   16     512    0.026501   0.089614     0.009809  
SpMV-GPU-sequential  af23560.mtx                    1      512    2.489057   0.003193     0.000389  
SpMV-GPU-sequential  af_shell8.mtx                  1      512    40.597074  0.003671     0.000446  
SpMV-GPU-sequential  CurlCurl_4.mtx                 1      512    64.804659  0.003910     0.000446  
SpMV-GPU-sequential  cvxqp3.mtx                     1      512    0.279859   0.004672     0.000500  
SpMV-GPU-sequential  cyl6.mtx                       1      512    1.931817   0.003074     0.000377  
SpMV-GPU-sequential  human_gene2.mtx                1      512    32.596992  0.004442     0.000555  
SpMV-GPU-sequential  lhr10.mtx                      1      512    0.918569   0.004154     0.000507  
SpMV-GPU-sequential  mawi_201512012345.mtx          1      512    62.590014  0.008337     0.000608  
SpMV-GPU-sequential  rajat31.mtx                    1      512    79.593943  0.004665     0.000510  
SpMV-GPU-sequential  spmsrtls.mtx                   1      512    0.263448   0.009015     0.000987  
SpMV-GPU-sequential  af23560.mtx                    32     512    0.044851   0.177219     0.021594  
SpMV-GPU-sequential  af_shell8.mtx                  32     512    2.467901   0.060382     0.007332  
SpMV-GPU-sequential  CurlCurl_4.mtx                 32     512    3.480822   0.072800     0.008302  
SpMV-GPU-sequential  cvxqp3.mtx                     32     512    0.012616   0.103632     0.011094  
SpMV-GPU-sequential  cyl6.mtx                       32     512    0.035082   0.169247     0.020749  
SpMV-GPU-sequential  human_gene2.mtx                32     512    0.636854   0.227337     0.028394  
SpMV-GPU-sequential  lhr10.mtx                      32     512    0.010337   0.369187     0.045011  
SpMV-GPU-sequential  mawi_201512012345.mtx          32     512    20.208988  0.025822     0.001882  
SpMV-GPU-sequential  rajat31.mtx                    32     512    2.325863   0.159626     0.017470  
SpMV-GPU-sequential  spmsrtls.mtx                   32     512    0.006260   0.379345     0.041521  
SpMV-GPU-sequential  af23560.mtx                    4      512    0.559247   0.014213     0.001732  
SpMV-GPU-sequential  af_shell8.mtx                  4      512    11.152507  0.013362     0.001622  
SpMV-GPU-sequential  CurlCurl_4.mtx                 4      512    18.137805  0.013971     0.001593  
SpMV-GPU-sequential  cvxqp3.mtx                     4      512    0.100762   0.012975     0.001389  
SpMV-GPU-sequential  cyl6.mtx                       4      512    0.366531   0.016199     0.001986  
SpMV-GPU-sequential  human_gene2.mtx                4      512    4.428412   0.032694     0.004083  
SpMV-GPU-sequential  lhr10.mtx                      4      512    0.099171   0.038481     0.004692  
SpMV-GPU-sequential  mawi_201512012345.mtx          4      512    23.614996  0.022097     0.001611  
SpMV-GPU-sequential  rajat31.mtx                    4      512    10.934548  0.033954     0.003716  
SpMV-GPU-sequential  spmsrtls.mtx                   4      512    0.155914   0.015232     0.001667  
SpMV-GPU-sequential  af23560.mtx                    64     512    0.062935   0.126297     0.015389  
SpMV-GPU-sequential  af_shell8.mtx                  64     512    2.756362   0.054063     0.006564  
SpMV-GPU-sequential  CurlCurl_4.mtx                 64     512    5.181133   0.048909     0.005577  
SpMV-GPU-sequential  cvxqp3.mtx                     64     512    0.012186   0.107290     0.011486  
SpMV-GPU-sequential  cyl6.mtx                       64     512    0.009315   0.637405     0.078143  
SpMV-GPU-sequential  human_gene2.mtx                64     512    2.135982   0.067782     0.008466  
SpMV-GPU-sequential  lhr10.mtx                      64     512    0.028897   0.132059     0.016101  
SpMV-GPU-sequential  mawi_201512012345.mtx          64     512    21.221949  0.024589     0.001792  
SpMV-GPU-sequential  rajat31.mtx                    64     512    7.878267   0.047126     0.005158  
SpMV-GPU-sequential  spmsrtls.mtx                   64     512    0.004819   0.492795     0.053939  
SpMV-GPU-sequential  af23560.mtx                    8      512    0.287846   0.027614     0.003365  
SpMV-GPU-sequential  af_shell8.mtx                  8      512    6.520627   0.022853     0.002775  
SpMV-GPU-sequential  CurlCurl_4.mtx                 8      512    9.424814   0.026887     0.003066  
SpMV-GPU-sequential  cvxqp3.mtx                     8      512    0.039383   0.033197     0.003554  
SpMV-GPU-sequential  cyl6.mtx                       8      512    0.177889   0.033378     0.004092  
SpMV-GPU-sequential  human_gene2.mtx                8      512    5.249843   0.027578     0.003444  
SpMV-GPU-sequential  lhr10.mtx                      8      512    0.081510   0.046818     0.005708  
SpMV-GPU-sequential  mawi_201512012345.mtx          8      512    13.821318  0.037755     0.002752  
SpMV-GPU-sequential  rajat31.mtx                    8      512    5.372882   0.069100     0.007563  
SpMV-GPU-sequential  spmsrtls.mtx                   8      512    0.035718   0.066489     0.007278  
SpMV-GPU-stride      af23560.mtx                    128    1024   0.045036   0.176494     0.021506  
SpMV-GPU-stride      af_shell8.mtx                  128    1024   0.227552   0.654867     0.079515  
SpMV-GPU-stride      CurlCurl_4.mtx                 128    1024   0.408363   0.620539     0.070762  
SpMV-GPU-stride      cvxqp3.mtx                     128    1024   0.004147   0.315247     0.033749  
SpMV-GPU-stride      cyl6.mtx                       128    1024   0.010887   0.545378     0.066861  
SpMV-GPU-stride      human_gene2.mtx                128    1024   0.309601   0.467635     0.058407  
SpMV-GPU-stride      lhr10.mtx                      128    1024   0.008938   0.426947     0.052053  
SpMV-GPU-stride      mawi_201512012345.mtx          128    1024   18.447892  0.028287     0.002062  
SpMV-GPU-stride      rajat31.mtx                    128    1024   1.034301   0.358955     0.039285  
SpMV-GPU-stride      spmsrtls.mtx                   128    1024   0.004668   0.508740     0.055684  
SpMV-GPU-stride      af23560.mtx                    16     1024   0.064983   0.122316     0.014904  
SpMV-GPU-stride      af_shell8.mtx                  16     1024   1.201869   0.123987     0.015055  
SpMV-GPU-stride      CurlCurl_4.mtx                 16     1024   0.599049   0.423013     0.048237  
SpMV-GPU-stride      cvxqp3.mtx                     16     1024   0.013885   0.094156     0.010080  
SpMV-GPU-stride      cyl6.mtx                       16     1024   0.068710   0.086414     0.010594  
SpMV-GPU-stride      human_gene2.mtx                16     1024   1.941688   0.074564     0.009313  
SpMV-GPU-stride      lhr10.mtx                      16     1024   0.047636   0.080110     0.009767  
SpMV-GPU-stride      mawi_201512012345.mtx          16     1024   18.431939  0.028311     0.002064  
SpMV-GPU-stride      rajat31.mtx                    16     1024   2.120950   0.175048     0.019158  
SpMV-GPU-stride      spmsrtls.mtx                   16     1024   0.018125   0.131029     0.014342  
SpMV-GPU-stride      af23560.mtx                    1      1024   0.289106   0.027493     0.003350  
SpMV-GPU-stride      af_shell8.mtx                  1      1024   12.673802  0.011758     0.001428  
SpMV-GPU-stride      CurlCurl_4.mtx                 1      1024   16.940728  0.014958     0.001706  
SpMV-GPU-stride      cvxqp3.mtx                     1      1024   0.072704   0.017982     0.001925  
SpMV-GPU-stride      cyl6.mtx                       1      1024   0.602317   0.009858     0.001209  
SpMV-GPU-stride      human_gene2.mtx                1      1024   15.275704  0.009478     0.001184  
SpMV-GPU-stride      lhr10.mtx                      1      1024   0.380252   0.010036     0.001224  
SpMV-GPU-stride      mawi_201512012345.mtx          1      1024   27.129098  0.019235     0.001402  
SpMV-GPU-stride      rajat31.mtx                    1      1024   10.938334  0.033942     0.003715  
SpMV-GPU-stride      spmsrtls.mtx                   1      1024   0.116654   0.020358     0.002228  
SpMV-GPU-stride      af23560.mtx                    32     1024   0.017830   0.445783     0.054318  
SpMV-GPU-stride      af_shell8.mtx                  32     1024   0.726733   0.205050     0.024897  
SpMV-GPU-stride      CurlCurl_4.mtx                 32     1024   0.957645   0.264613     0.030174  
SpMV-GPU-stride      cvxqp3.mtx                     32     1024   0.012759   0.102468     0.010970  
SpMV-GPU-stride      cyl6.mtx                       32     1024   0.047473   0.125073     0.015334  
SpMV-GPU-stride      human_gene2.mtx                32     1024   1.395773   0.103728     0.012955  
SpMV-GPU-stride      lhr10.mtx                      32     1024   0.035348   0.107958     0.013162  
SpMV-GPU-stride      mawi_201512012345.mtx          32     1024   18.464830  0.028261     0.002060  
SpMV-GPU-stride      rajat31.mtx                    32     1024   0.638287   0.581662     0.063659  
SpMV-GPU-stride      spmsrtls.mtx                   32     1024   0.013763   0.172561     0.018888  
SpMV-GPU-stride      af23560.mtx                    4      1024   0.191877   0.041425     0.005048  
SpMV-GPU-stride      af_shell8.mtx                  4      1024   4.087951   0.036453     0.004426  
SpMV-GPU-stride      CurlCurl_4.mtx                 4      1024   2.197696   0.115305     0.013148  
SpMV-GPU-stride      cvxqp3.mtx                     4      1024   0.024494   0.053376     0.005714  
SpMV-GPU-stride      cyl6.mtx                       4      1024   0.162918   0.036445     0.004468  
SpMV-GPU-stride      human_gene2.mtx                4      1024   5.146133   0.028134     0.003514  
SpMV-GPU-stride      lhr10.mtx                      4      1024   0.111227   0.034310     0.004183  
SpMV-GPU-stride      mawi_201512012345.mtx          4      1024   20.250173  0.025769     0.001879  
SpMV-GPU-stride      rajat31.mtx                    4      1024   6.228910   0.059604     0.006523  
SpMV-GPU-stride      spmsrtls.mtx                   4      1024   0.013887   0.171010     0.018718  
SpMV-GPU-stride      af23560.mtx                    64     1024   0.046510   0.170898     0.020824  
SpMV-GPU-stride      af_shell8.mtx                  64     1024   0.759419   0.196224     0.023826  
SpMV-GPU-stride      CurlCurl_4.mtx                 64     1024   0.400293   0.633049     0.072188  
SpMV-GPU-stride      cvxqp3.mtx                     64     1024   0.011633   0.112390     0.012032  
SpMV-GPU-stride      cyl6.mtx                       64     1024   0.046633   0.127325     0.015610  
SpMV-GPU-stride      human_gene2.mtx                64     1024   1.247273   0.116078     0.014498  
SpMV-GPU-stride      lhr10.mtx                      64     1024   0.033956   0.112386     0.013702  
SpMV-GPU-stride      mawi_201512012345.mtx          64     1024   11.820093  0.044148     0.003218  
SpMV-GPU-stride      rajat31.mtx                    64     1024   1.076408   0.344913     0.037748  
SpMV-GPU-stride      spmsrtls.mtx                   64     1024   0.004621   0.513954     0.056255  
SpMV-GPU-stride      af23560.mtx                    8      1024   0.041711   0.190562     0.023220  
SpMV-GPU-stride      af_shell8.mtx                  8      1024   2.219684   0.067134     0.008151  
SpMV-GPU-stride      CurlCurl_4.mtx                 8      1024   1.120716   0.226110     0.025784  
SpMV-GPU-stride      cvxqp3.mtx                     8      1024   0.007144   0.183014     0.019592  
SpMV-GPU-stride      cyl6.mtx                       8      1024   0.035544   0.167046     0.020479  
SpMV-GPU-stride      human_gene2.mtx                8      1024   1.017795   0.142249     0.017767  
SpMV-GPU-stride      lhr10.mtx                      8      1024   0.025930   0.147170     0.017943  
SpMV-GPU-stride      mawi_201512012345.mtx          8      1024   12.054198  0.043290     0.003156  
SpMV-GPU-stride      rajat31.mtx                    8      1024   3.658998   0.101467     0.011105  
SpMV-GPU-stride      spmsrtls.mtx                   8      1024   0.022323   0.106386     0.011644  
SpMV-GPU-stride      af23560.mtx                    128    128    0.016532   0.480799     0.058585  
SpMV-GPU-stride      af_shell8.mtx                  128    128    0.362628   0.410935     0.049896  
SpMV-GPU-stride      CurlCurl_4.mtx                 128    128    0.568262   0.445930     0.050850  
SpMV-GPU-stride      cvxqp3.mtx                     128    128    0.011837   0.110445     0.011824  
SpMV-GPU-stride      cyl6.mtx                       128    128    0.014286   0.415618     0.050953  
SpMV-GPU-stride      human_gene2.mtx                128    128    1.309983   0.110521     0.013804  
SpMV-GPU-stride      lhr10.mtx                      128    128    0.011328   0.336878     0.041072  
SpMV-GPU-stride      mawi_201512012345.mtx          128    128    19.493130  0.026770     0.001951  
SpMV-GPU-stride      rajat31.mtx                    128    128    1.729556   0.214661     0.023493  
SpMV-GPU-stride      spmsrtls.mtx                   128    128    0.014418   0.164717     0.018029  
SpMV-GPU-stride      af23560.mtx                    16     128    0.138322   0.057464     0.007002  
SpMV-GPU-stride      af_shell8.mtx                  16     128    4.625183   0.032218     0.003912  
SpMV-GPU-stride      CurlCurl_4.mtx                 16     128    7.027692   0.036058     0.004112  
SpMV-GPU-stride      cvxqp3.mtx                     16     128    0.013439   0.097285     0.010415  
SpMV-GPU-stride      cyl6.mtx                       16     128    0.135332   0.043874     0.005379  
SpMV-GPU-stride      human_gene2.mtx                16     128    1.911185   0.075754     0.009462  
SpMV-GPU-stride      lhr10.mtx                      16     128    0.038378   0.099437     0.012123  
SpMV-GPU-stride      mawi_201512012345.mtx          16     128    22.365921  0.023331     0.001701  
SpMV-GPU-stride      rajat31.mtx                    16     128    5.546541   0.066937     0.007326  
SpMV-GPU-stride      spmsrtls.mtx                   16     128    0.043110   0.055088     0.006030  
SpMV-GPU-stride      af23560.mtx                    1      128    1.756754   0.004525     0.000551  
SpMV-GPU-stride      af_shell8.mtx                  1      128    57.317786  0.002600     0.000316  
SpMV-GPU-stride      CurlCurl_4.mtx                 1      128    96.585585  0.002624     0.000299  
SpMV-GPU-stride      cvxqp3.mtx                     1      128    0.282685   0.004625     0.000495  
SpMV-GPU-stride      cyl6.mtx                       1      128    1.264087   0.004697     0.000576  
SpMV-GPU-stride      human_gene2.mtx                1      128    44.805694  0.003231     0.000404  
SpMV-GPU-stride      lhr10.mtx                      1      128    0.376108   0.010146     0.001237  
SpMV-GPU-stride      mawi_201512012345.mtx          1      128    69.073942  0.007555     0.000551  
SpMV-GPU-stride      rajat31.mtx                    1      128    121.857147 0.003047     0.000333  
SpMV-GPU-stride      spmsrtls.mtx                   1      128    0.276532   0.008588     0.000940  
SpMV-GPU-stride      af23560.mtx                    32     128    0.040548   0.196024     0.023885  
SpMV-GPU-stride      af_shell8.mtx                  32     128    1.247563   0.119446     0.014503  
SpMV-GPU-stride      CurlCurl_4.mtx                 32     128    2.007257   0.126245     0.014396  
SpMV-GPU-stride      cvxqp3.mtx                     32     128    0.017388   0.075191     0.008050  
SpMV-GPU-stride      cyl6.mtx                       32     128    0.078459   0.075677     0.009278  
SpMV-GPU-stride      human_gene2.mtx                32     128    2.520986   0.057430     0.007173  
SpMV-GPU-stride      lhr10.mtx                      32     128    0.054948   0.069450     0.008467  
SpMV-GPU-stride      mawi_201512012345.mtx          32     128    12.699670  0.041090     0.002995  
SpMV-GPU-stride      rajat31.mtx                    32     128    5.576028   0.066583     0.007287  
SpMV-GPU-stride      spmsrtls.mtx                   32     128    0.012250   0.193874     0.021220  
SpMV-GPU-stride      af23560.mtx                    4      128    0.282957   0.028091     0.003423  
